NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
2019,00:20.6,-7603,8125,-11847,218,742,-236
2021,00:20.6,-7474,8127,-11969,301,830,-232
2023,00:20.6,-7391,8140,-12160,226,862,-232
2025,00:20.6,-7360,8044,-12080,127,849,-236
1967,00:20.7,-7656,8221,-11884,64,300,-352
2028,00:20.7,-7400,7950,-12330,353,892,-140
2030,00:20.7,-7338,7891,-12374,507,861,-95
2032,00:20.7,-7239,7900,-12293,503,904,-93
2034,00:20.7,-7212,8003,-12488,343,880,-135
2036,00:20.8,-7334,7970,-12706,212,718,-201
2037,00:20.8,-7419,8044,-12658,230,579,-236
2039,00:20.8,-7407,8071,-12463,219,357,-305
2041,00:20.8,-7386,8190,-12419,146,322,-479
2043,00:20.8,-7437,8139,-12229,106,347,-592
2045,00:20.8,-7459,8078,-12221,114,431,-708
1969,00:20.9,-7638,8126,-12064,-56,260,-296
2048,00:20.9,-7475,7834,-12222,127,536,-722
2050,00:20.9,-7432,7660,-12207,45,538,-594
2052,00:20.9,-7397,7588,-12122,-21,520,-433
2054,00:20.9,-7375,7686,-12274,-90,592,-255
2056,00:21.0,-7280,7733,-12255,-164,634,-189
2057,00:21.0,-7214,7678,-12341,-172,665,-169
2059,00:21.0,-7193,7779,-12372,-398,599,-105
2061,00:21.1,-7135,7760,-12504,-585,445,-28
2072,00:21.1,-7085,8248,-12435,-643,227,-880
2074,00:21.1,-7003,8290,-12555,-593,132,-1153
2076,00:21.2,-6970,8271,-12627,-661,107,-1435
2077,00:21.2,-6973,8186,-12627,-717,106,-1490
2079,00:21.2,-6977,7956,-12561,-783,103,-1467
2081,00:21.2,-7121,7771,-12573,-693,99,-1230
2083,00:21.2,-7216,7799,-12636,-511,64,-820
2085,00:21.2,-7257,7735,-12593,-422,-13,-348
2063,00:21.3,-7225,8005,-12524,-665,200,-26
2088,00:21.3,-7301,7946,-12408,-336,-124,307
2090,00:21.3,-7315,8032,-12414,-355,-176,594
2092,00:21.3,-7298,8020,-12397,-369,-272,786
2094,00:21.3,-7416,7857,-12276,-231,-469,922
2096,00:21.4,-7421,7935,-12168,-57,-499,1074
2097,00:21.4,-7400,8237,-11973,111,-432,1074
2099,00:21.4,-7329,8309,-11930,285,-279,952
2101,00:21.4,-7262,8545,-12012,203,-100,680
2103,00:21.4,-7226,8336,-12157,82,49,336
2105,00:21.4,-7420,8258,-12200,-11,19,74
2065,00:21.5,-7218,8072,-12254,-704,45,-122
2108,00:21.5,-7380,8055,-12095,-55,-131,-128
2110,00:21.5,-7478,8044,-12064,-9,-108,-154
2112,00:21.5,-7435,7962,-12135,30,-98,-89
2114,00:21.5,-7401,7947,-12046,0,-9,11
2116,00:21.6,-7315,8006,-12122,-128,110,118
2117,00:21.6,-7314,8038,-12255,-161,141,141
2119,00:21.6,-7309,8042,-12404,-151,37,206
2121,00:21.6,-7310,8118,-12276,-51,-148,238
2123,00:21.6,-7368,8149,-12192,73,-185,233
2125,00:21.6,-7261,8166,-12168,96,-185,196
2067,00:21.7,-7114,8174,-12241,-713,90,-269
2128,00:21.7,-7488,8104,-12327,109,-109,281
2130,00:21.7,-7500,8138,-12088,21,-171,322
2132,00:21.7,-7382,8121,-12151,73,-111,288
2134,00:21.7,-7440,8074,-12180,50,-54,253
2136,00:21.8,-7467,8138,-12257,34,-25,215
2137,00:21.8,-7461,8149,-12225,20,-67,178
2139,00:21.8,-7360,8171,-12049,-49,-58,100
2141,00:21.8,-7262,8104,-12132,-159,103,-16
2143,00:21.8,-7320,7966,-12282,-257,201,-117
2145,00:21.8,-7385,7922,-12341,-228,136,-78
2069,00:21.9,-7141,8210,-12168,-806,218,-477
2148,00:21.9,-7330,7913,-12276,-226,20,84
2150,00:21.9,-7359,8049,-12112,-236,49,152
2152,00:21.9,-7263,8100,-12149,-313,165,117
2154,00:21.9,-7264,8109,-12220,-253,258,55
2156,00:22.0,-7291,8162,-12253,-235,262,-2
2157,00:22.0,-7266,8160,-12249,-244,253,-45
2159,00:22.0,-7235,8226,-12235,-252,223,-112
2161,00:22.1,-7270,8175,-12334,-297,210,-152
2172,00:22.1,-7236,8309,-12363,-368,175,-348
2174,00:22.1,-7227,8365,-12065,-481,122,-362
2176,00:22.2,-7243,8371,-11955,-540,261,-388
2177,00:22.2,-7161,8454,-11903,-531,351,-433
2179,00:22.2,-6992,8317,-11920,-505,577,-519
2181,00:22.2,-6912,8161,-11976,-553,756,-537
2183,00:22.2,-6887,7662,-12334,-648,726,-263
2185,00:22.2,-6825,7340,-12434,-673,497,179
2163,00:22.3,-7270,8171,-12257,-231,194,-189
2188,00:22.3,-6858,6939,-13076,-995,-121,1264
2190,00:22.3,-6697,7287,-12465,-946,-839,2255
2192,00:22.3,-6628,8140,-11956,-1234,-929,2796
2194,00:22.3,-6796,8853,-12003,-1662,-788,2726
2196,00:22.4,-6829,9446,-11881,-1719,-667,2193
2197,00:22.4,-6808,9788,-11896,-1610,-550,1732
2199,00:22.4,-6651,10699,-11608,-1232,-333,329
2201,00:22.4,-6909,11438,-11663,-1056,-54,-1927
2203,00:22.4,-7179,9986,-12352,-1454,149,-4104
2205,00:22.4,-7390,8335,-12459,-879,-629,-4793
2165,00:22.5,-7213,8208,-12251,-180,231,-208
2208,00:22.5,-7543,7440,-11529,-220,-1103,-3584
2210,00:22.5,-7539,7376,-11208,-44,-638,-2170
2212,00:22.5,-7684,7546,-11590,-152,-151,-825
2214,00:22.5,-7689,7890,-11974,-317,-3,249
2216,00:22.6,-7520,8034,-11924,-398,-183,1032
2217,00:22.6,-7500,8145,-11902,-364,-297,1312
2219,00:22.6,-7427,8304,-11926,-220,-468,1666
2221,00:22.6,-7377,8434,-11901,-87,-565,1818
2223,00:22.6,-7413,8358,-11997,-23,-694,2019
2225,00:22.6,-7293,8380,-11862,59,-956,2264
2167,00:22.7,-7203,8264,-12318,-157,291,-240
2228,00:22.7,-7225,8835,-11726,70,-1094,2379
2230,00:22.7,-7334,8717,-11782,48,-1094,2301
2232,00:22.7,-7228,9108,-11764,170,-1223,2140
2234,00:22.7,-7223,9362,-11559,94,-1199,1822
2236,00:22.8,-7204,9519,-11632,-145,-1082,1309
2237,00:22.8,-7135,9427,-11558,-280,-974,1058
2239,00:22.8,-7275,9261,-11660,-266,-887,653
2241,00:22.8,-7355,9118,-11620,-162,-845,343
2243,00:22.8,-7262,9038,-11570,-169,-691,104
2245,00:22.8,-7182,8951,-11546,-194,-561,-56
2169,00:22.9,-7197,8298,-12328,-176,284,-305
2248,00:22.9,-7261,8855,-11698,-209,-618,-91
2250,00:22.9,-7355,8737,-11651,-224,-711,-21
2252,00:22.9,-7328,8675,-11534,-207,-795,66
2254,00:22.9,-7389,8711,-11577,-260,-888,158
2256,00:23.0,-7494,8904,-11504,-345,-989,220
2257,00:23.0,-7614,8965,-11532,-373,-994,193
2259,00:23.0,-7617,9045,-11376,-433,-973,108
2261,00:23.1,-7627,9105,-11371,-428,-874,0
2272,00:23.1,-7794,8788,-11301,-9,-560,19
2274,00:23.1,-7935,8879,-11307,-155,-694,232
2276,00:23.2,-7887,9053,-11098,-212,-569,251
2277,00:23.2,-7853,9126,-11110,-264,-456,199
2279,00:23.2,-7983,9230,-11272,-294,-307,43
2281,00:23.2,-7999,9173,-11297,-222,-340,-84
2283,00:23.2,-8071,9043,-11181,-135,-386,-137
2285,00:23.2,-7961,8938,-11082,-45,-268,-146
2263,00:23.3,-7625,9090,-11337,-455,-773,-153
2288,00:23.3,-7924,8870,-11220,5,9,-73
2290,00:23.3,-7955,8788,-11297,71,41,-1
2292,00:23.3,-7911,8901,-11306,79,-50,39
2294,00:23.3,-7938,8952,-11248,103,-108,47
2296,00:23.4,-7990,8958,-11245,27,-63,0
2297,00:23.4,-7920,8984,-11166,49,-7,-12
2299,00:23.4,-7906,8960,-11117,55,125,-108
2301,00:23.4,-7955,9032,-11213,49,236,-190
2303,00:23.4,-7837,8921,-11338,65,261,-209
2305,00:23.4,-7848,8850,-11310,124,166,-187
2265,00:23.5,-7713,8982,-11338,-399,-686,-209
2308,00:23.5,-7935,8955,-11223,212,281,-262
2310,00:23.5,-7933,8856,-11279,236,393,-316
2312,00:23.5,-7884,8775,-11353,275,435,-297
2314,00:23.5,-7916,8926,-11292,287,481,-278
2316,00:23.6,-7836,8919,-11264,357,607,-369
2317,00:23.6,-7899,8944,-11367,401,680,-414
2319,00:23.6,-7808,8909,-11446,524,817,-551
2321,00:23.6,-7817,8778,-11481,605,856,-656
2323,00:23.6,-7858,8784,-11459,667,900,-729
2325,00:23.6,-7817,8837,-11455,698,1003,-824
2267,00:23.7,-7720,9026,-11240,-309,-593,-218
2328,00:23.7,-7806,8649,-11497,756,1227,-1021
2330,00:23.7,-7756,8605,-11513,783,1333,-1099
2332,00:23.7,-7749,8546,-11559,874,1432,-1182
2334,00:23.7,-7799,8497,-11631,935,1582,-1304
2336,00:23.8,-7771,8374,-11728,976,1684,-1390
2337,00:23.8,-7699,8321,-11812,963,1707,-1438
2339,00:23.8,-7672,8196,-11845,854,1774,-1455
2341,00:23.8,-7669,8004,-11910,777,1811,-1427
2343,00:23.8,-7622,7974,-12011,710,1824,-1321
2345,00:23.8,-7496,7915,-12199,604,1830,-1196
2269,00:23.9,-7863,8857,-11382,-188,-509,-154
2348,00:23.9,-7378,7920,-12206,324,1757,-1036
2350,00:23.9,-7284,7927,-12247,260,1674,-957
2352,00:23.9,-7230,7906,-12308,209,1624,-894
2354,00:23.9,-7168,7922,-12240,115,1619,-830
2356,00:24.0,-7100,7953,-12282,-32,1608,-779
2357,00:24.0,-7102,7940,-12379,-119,1550,-739
2359,00:24.0,-7104,7940,-12408,-280,1442,-682
2361,00:24.1,-7051,7972,-12443,-402,1255,-625
2372,00:24.1,-7031,8170,-12258,-214,640,-475
2374,00:24.1,-7097,8172,-12455,-298,505,-462
2376,00:24.2,-7020,8130,-12330,-396,349,-446
2377,00:24.2,-7068,8123,-12248,-433,306,-420
2379,00:24.2,-7054,8146,-12302,-484,360,-376
2381,00:24.2,-7106,8168,-12422,-553,401,-307
2383,00:24.2,-7127,8201,-12442,-478,272,-172
2385,00:24.2,-7115,8356,-12279,-433,206,-102
2363,00:24.3,-7032,8008,-12492,-425,1061,-555
2388,00:24.3,-7068,8521,-12276,-383,303,-224
2390,00:24.3,-7120,8474,-12320,-309,360,-351
2392,00:24.3,-7046,8409,-12291,-218,358,-428
2394,00:24.3,-7074,8252,-12397,-177,412,-474
2396,00:24.4,-7092,8112,-12291,-157,455,-396
2397,00:24.4,-7096,8079,-12402,-161,473,-344
2399,00:24.4,-6910,7994,-12499,-276,386,-220
